PO_ID,Supplier,Supplier_Reliability_Score,Supplier_Reliability_Bucket,Order_Date,Delivery_Date,Expected_Delivery_Date,Expected_Delivery_Days,Order_Status,Order_Status_Clean,Item_Category,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance_Flag,Defective_Rate,Delivery_Delay_Days,Delay_Label,Price_Gap,Price_Gap_Pct,Price_Anomaly_Score
PO-01394,Delta_Logistics,0.68,low,2023-08-04,2023-08-21,2023-08-14,10,Delivered,delivered,MRO,610,27.210732675933787,27.717297574981586,14,1,0.022950819672131147,7,1,-0.5065648990477989,-0.018616363810586557,0.06261529671599285
PO-01395,Beta_Supplies,0.83,high,2022-08-18,2022-08-30,2022-08-28,10,Cancelled,cancelled,MRO,1588,32.82078137030025,30.38445063165072,49,1,0.030856423173803528,2,1,2.4363307386495343,0.07423134480442889,0.24985425952780632
PO-01396,Beta_Supplies,0.83,high,2022-08-04,2022-08-15,2022-08-14,10,Delivered,delivered,MRO,1618,75.38531341551193,66.76133851408336,58,1,0.03584672435105068,1,1,8.623974901428568,0.11439860777515883,0.3850853883213511
PO-01397,Gamma_Co,0.76,medium,2022-05-02,2022-05-16,2022-05-09,7,Delivered,delivered,Office Supplies,1631,105.00420705145696,101.51500703920404,57,1,0.03494788473329246,7,1,3.4892000122529225,0.03322914490981349,0.11181214849803806
PO-01398,Gamma_Co,0.76,medium,2023-08-14,2023-08-21,2023-08-21,7,Partially Delivered,partial,Office Supplies,751,65.59965587572768,62.458564579159436,27,0,0.03595206391478029,0,1,3.1410912965682414,0.047882740460083215,0.16114641029703233
PO-01399,Delta_Logistics,0.68,low,2022-09-09,2022-09-18,2022-09-16,7,Delivered,delivered,Office Supplies,743,63.488247254304845,63.16447680681847,26,1,0.034993270524899055,2,1,0.32377044748637474,0.005099691068639816,0.017108713064565673
PO-01400,Beta_Supplies,0.83,high,2022-04-02,2022-04-16,2022-04-11,9,Delivered,delivered,Electronics,2141,83.94744115398397,86.48933801223089,57,0,0.026623073330219522,5,1,-2.541896858246915,-0.030279622860503137,0.10188199228051473
PO-01401,Alpha_Inc,0.92,very_high,2023-03-28,2023-04-07,2023-04-07,10,Delivered,delivered,MRO,316,42.65003041333157,45.62698530238277,7,1,0.022151898734177215,0,0,-2.9769548890512,-0.06979959592527422,0.23493389007434537
PO-01402,Delta_Logistics,0.68,low,2022-10-09,2022-10-19,2022-10-16,7,Delivered,delivered,Office Supplies,253,44.827854570524885,44.869988443277485,6,1,0.023715415019762844,3,1,-0.04213387275260061,-0.0009399038422932777,0.003103956938420585
PO-01403,Gamma_Co,0.76,medium,2023-08-03,2023-08-12,2023-08-12,9,Cancelled,cancelled,Electronics,2489,25.07418069003754,25.870542610653477,63,1,0.025311370028123746,0,1,-0.7963619206159365,-0.03176023697286135,0.10686677598030922
PO-01404,Beta_Supplies,0.83,high,2022-04-30,2022-05-17,2022-05-12,12,Delivered,delivered,Raw Materials,1467,43.268936471688875,39.78807623141842,47,1,0.032038173142467624,5,1,3.4808602402704523,0.08044709493953012,0.27078082621174715
PO-01405,Delta_Logistics,0.68,low,2022-09-21,2022-10-04,2022-10-03,12,Pending,pending,Raw Materials,1141,96.07840249608262,80.53100179514243,36,1,0.03155127081507449,1,1,15.547400700940187,0.1618199334816594,0.5447387709491263
PO-01406,Gamma_Co,0.76,medium,2022-01-13,2022-01-27,2022-01-25,12,Partially Delivered,partial,Raw Materials,50,18.67832526442456,17.680360012173832,4,1,0.08,2,1,0.9979652522507294,0.05342905416426661,0.17981918527317098
PO-01407,Epsilon_Group,0.55,very_low,2023-08-20,2023-08-30,2023-08-30,10,Delivered,delivered,MRO,1579,25.481086668570427,24.814591695186518,39,1,0.024699176694110196,0,0,0.6664949733839087,0.026156458005615398,0.08800053269650841
PO-01408,Epsilon_Group,0.55,very_low,2023-06-27,2023-07-06,2023-07-04,7,Delivered,delivered,Office Supplies,1778,28.871609000520284,27.495220179931543,43,1,0.024184476940382452,2,1,1.3763888205887405,0.047672743855873674,0.1604394147058525
PO-01409,Epsilon_Group,0.55,very_low,2023-07-19,2023-07-29,2023-07-29,10,Pending,pending,MRO,1777,82.92341903739236,74.92100455821385,56,1,0.031513787281935844,0,1,8.002414479178512,0.09650367257010968,0.3248385079394448
PO-01410,Beta_Supplies,0.83,high,2022-09-19,2022-10-03,2022-10-01,12,Cancelled,cancelled,Raw Materials,1260,66.05406635365387,63.42704427354087,29,1,0.023015873015873017,2,1,2.6270220801129938,0.039770785133013645,0.13383588937849708
PO-01411,Alpha_Inc,0.92,very_high,2023-11-06,2023-11-16,2023-11-16,10,Pending,pending,MRO,290,64.93559453819769,61.47191750517373,4,1,0.013793103448275862,0,1,3.463677033023963,0.05334019127193008,0.17952001056347555
PO-01412,Epsilon_Group,0.55,very_low,2022-11-24,2022-12-08,2022-12-06,12,Delivered,delivered,Raw Materials,876,17.38523841326513,15.579970638159233,31,1,0.03538812785388128,2,1,1.8052677751058983,0.10383911524206989,0.3495347436140631
PO-01413,Beta_Supplies,0.83,high,2022-08-26,2022-09-04,2022-09-04,9,Pending,pending,Electronics,1290,48.284811503485926,47.39569773604451,38,1,0.02945736434108527,0,1,0.8891137674414153,0.018413943013471757,0.06193380659541703
PO-01414,Delta_Logistics,0.68,low,2022-03-11,2022-03-24,2022-03-21,10,Delivered,delivered,MRO,1616,25.78900324332103,23.330255560985506,59,1,0.03650990099009901,3,1,2.458747682335524,0.09534093501548196,0.32092391928256936
PO-01415,Gamma_Co,0.76,medium,2022-07-14,2022-08-02,2022-07-26,12,Delivered,delivered,Raw Materials,972,82.89559266109714,73.62719946581312,40,1,0.0411522633744856,7,1,9.26839319528402,0.11180803342797828,0.3763637013732483
PO-01416,Gamma_Co,0.76,medium,2022-09-23,2022-10-06,2022-10-01,8,Cancelled,cancelled,Packaging,1275,29.87896778708713,29.17163329377406,35,1,0.027450980392156862,5,1,0.7073344933130699,0.023673324271220653,0.07964056607164209
PO-01417,Gamma_Co,0.76,medium,2022-12-14,2022-12-22,2022-12-22,8,Delivered,delivered,Packaging,1408,121.37749832120339,105.35552737812326,42,1,0.029829545454545456,0,0,16.021970943080134,0.1320011630218388,0.4443479130642962
PO-01418,Beta_Supplies,0.83,high,2023-10-13,2023-10-21,2023-10-21,8,Cancelled,cancelled,Packaging,996,70.11536772762292,66.46026051131773,36,1,0.03614457831325301,0,1,3.655107216305197,0.052129901543185045,0.1754453279966128
PO-01419,Gamma_Co,0.76,medium,2023-11-06,2023-11-19,2023-11-18,12,Delivered,delivered,Raw Materials,199,21.313737213105075,20.34423551490526,3,1,0.01507537688442211,1,1,0.9695016981998137,0.045487175172813,0.15308126037301956
PO-01420,Gamma_Co,0.76,medium,2023-06-23,2023-07-07,2023-07-05,12,Cancelled,cancelled,Raw Materials,161,118.11205329820355,103.84762925553747,2,1,0.012422360248447204,2,1,14.264424042666079,0.12077026556004371,0.40653684930747913
PO-01421,Delta_Logistics,0.68,low,2023-02-16,2023-02-24,2023-02-24,8,Delivered,delivered,Packaging,1527,40.83090262820518,33.7595325907747,48,1,0.03143418467583497,0,0,7.0713700374304835,0.1731867184475545,0.5830073271813896
PO-01422,Beta_Supplies,0.83,high,2022-09-20,2022-09-28,2022-09-27,7,Pending,pending,Office Supplies,1411,27.390537273737863,26.567846459027823,41,1,0.029057406094968107,1,1,0.8226908147100396,0.030035585154397033,0.1010603905077237
PO-01423,Delta_Logistics,0.68,low,2022-11-24,2022-12-09,2022-12-02,8,Delivered,delivered,Packaging,1693,81.23587420346672,71.44193528667125,50,1,0.029533372711163616,7,1,9.793938916795469,0.12056174704620233,0.4058348300033092
PO-01424,Delta_Logistics,0.68,low,2022-11-25,2022-12-09,2022-12-02,7,Partially Delivered,partial,Office Supplies,1040,47.70541949432867,47.402726077953076,32,1,0.03076923076923077,7,1,0.30269341637559677,0.006345053027184504,0.02130147331146774
PO-01425,Delta_Logistics,0.68,low,2022-10-05,2022-10-16,2022-10-15,10,Delivered,delivered,MRO,871,80.93415822564847,76.70394106395487,25,1,0.02870264064293915,1,1,4.230217161693602,0.05226738937470067,0.17590820829455056
PO-01426,Epsilon_Group,0.55,very_low,2023-10-28,2023-11-12,2023-11-07,10,Pending,pending,MRO,1505,72.04668737954971,71.01465845523525,51,1,0.03388704318936877,5,1,1.03202892431446,0.01432444657556038,0.04816569847465886
PO-01427,Epsilon_Group,0.55,very_low,2023-03-29,2023-04-06,2023-04-05,7,Delivered,delivered,Office Supplies,596,17.148293607423593,16.07334183546587,22,0,0.03691275167785235,1,1,1.0749517719577213,0.06268564071543355,0.21098333626353413
PO-01428,Gamma_Co,0.76,medium,2022-10-31,2022-11-14,2022-11-09,9,Delivered,delivered,Electronics,1533,56.620941517520464,53.86777692377234,39,1,0.025440313111545987,5,1,2.7531645937481244,0.04862449334044014,0.1636436698033528
PO-01429,Alpha_Inc,0.92,very_high,2023-03-26,2023-04-09,2023-04-02,7,Delivered,delivered,Office Supplies,1723,28.14712231463556,27.573273371599715,53,1,0.030760301799187463,7,1,0.5738489430358449,0.020387481768872076,0.06857811974677792
PO-01430,Epsilon_Group,0.55,very_low,2023-10-03,2023-10-15,2023-10-15,12,Delivered,delivered,Raw Materials,715,38.83029177630328,34.93459257614394,20,1,0.027972027972027972,0,0,3.895699200159335,0.1003262922308696,0.3377081219843364
PO-01431,Delta_Logistics,0.68,low,2023-07-20,2023-08-08,2023-08-01,12,Cancelled,cancelled,Raw Materials,1488,21.38877927585738,17.854575281374355,41,1,0.027553763440860215,7,1,3.5342039944830255,0.16523635822789867,0.556240848529289
PO-01432,Delta_Logistics,0.68,low,2022-09-24,2022-10-03,2022-10-01,7,Partially Delivered,partial,Office Supplies,1608,69.69259065519704,59.45554080340301,46,1,0.028606965174129355,2,1,10.237049851794026,0.14688863989059706,0.49446958312473893
PO-01433,Beta_Supplies,0.83,high,2022-09-30,2022-10-10,2022-10-10,10,Delivered,delivered,MRO,418,94.95441121135467,93.1244578534031,7,1,0.01674641148325359,0,0,1.8299533579515668,0.019271915170727114,0.06482234155443632
PO-01434,Delta_Logistics,0.68,low,2023-10-29,2023-11-11,2023-11-08,10,Delivered,delivered,MRO,1107,69.31804919227048,74.2709354080202,32,1,0.028906955736224028,3,1,-4.952886215749714,-0.07145160998417135,0.24049572599356794
PO-01435,Gamma_Co,0.76,medium,2023-08-25,2023-09-02,2023-09-02,8,Delivered,delivered,Packaging,1548,29.41688184658971,30.397544474939057,49,1,0.03165374677002584,0,0,-0.9806626283493465,-0.03333672934689488,0.11217435303454672
PO-01436,Epsilon_Group,0.55,very_low,2022-03-11,2022-03-30,2022-03-23,12,Delivered,delivered,Raw Materials,1256,73.70771162776565,77.84431803542944,34,1,0.027070063694267517,7,1,-4.136606407663791,-0.056121758718466766,0.18888471400081552
PO-01437,Delta_Logistics,0.68,low,2023-09-09,2023-09-16,2023-09-16,7,Partially Delivered,partial,Office Supplies,1882,125.87882317003053,104.36769520295519,53,1,0.0281615302869288,0,1,21.51112796707534,0.17088758399035264,0.5752668309438913
PO-01438,Delta_Logistics,0.68,low,2022-11-14,2022-11-24,2022-11-21,7,Pending,pending,Office Supplies,742,32.55207624641218,28.637025638692933,26,1,0.03504043126684636,3,1,3.9150506077192446,0.12027038085322601,0.40485388740841105
PO-01439,Gamma_Co,0.76,medium,2023-06-29,2023-07-14,2023-07-11,12,Cancelled,cancelled,Raw Materials,811,27.912947084495745,25.91770780234267,26,1,0.032059186189889025,3,1,1.9952392821530758,0.07148078187922091,0.24059393901593576
PO-01440,Gamma_Co,0.76,medium,2022-08-13,2022-08-23,2022-08-21,8,Delivered,delivered,Packaging,1751,84.28065512432465,77.38900993433774,57,1,0.03255282695602513,2,1,6.891645189986917,0.08177019008479308,0.27523529078717895
PO-01441,Beta_Supplies,0.83,high,2022-08-13,2022-08-28,2022-08-25,12,Partially Delivered,partial,Raw Materials,1019,19.20279676567755,18.17856878927338,34,1,0.033366045142296366,3,1,1.0242279764041697,0.05333743771297113,0.17951074015621654
PO-01442,Gamma_Co,0.76,medium,2023-01-07,2023-01-21,2023-01-16,9,Pending,pending,Electronics,1955,95.93169539978553,90.49845042094775,48,1,0.024552429667519183,5,1,5.433244978837777,0.05663659915729921,0.1906180273645518
PO-01443,Alpha_Inc,0.92,very_high,2022-09-17,2022-09-25,2022-09-25,8,Delivered,delivered,Packaging,169,11.992294394245711,10.17156827236039,3,1,0.01775147928994083,0,0,1.8207261218853201,0.1518246685770959,0.5110877114627084
PO-01444,Gamma_Co,0.76,medium,2023-09-11,2023-09-22,2023-09-20,9,Delivered,delivered,Electronics,1286,53.73096623568257,56.76179187557491,53,1,0.04121306376360809,2,1,-3.0308256398923348,-0.056407428569180885,0.1898464787195743
PO-01445,Beta_Supplies,0.83,high,2023-12-26,2024-01-04,2024-01-04,9,Pending,pending,Electronics,906,85.15688497109838,85.53629256484112,23,1,0.025386313465783666,0,1,-0.3794075937427408,-0.00445539540192797,0.014939562770463646
PO-01446,Beta_Supplies,0.83,high,2022-12-21,2023-01-02,2022-12-28,7,Delivered,delivered,Office Supplies,277,87.15068758102952,83.61065395856588,15,1,0.05415162454873646,5,1,3.540033622463639,0.04061968666824625,0.13669388627332488
PO-01447,Gamma_Co,0.76,medium,2023-08-29,2023-09-06,2023-09-06,8,Partially Delivered,partial,Packaging,989,97.69924537238742,87.40885685267251,45,1,0.0455005055611729,0,1,10.29038851971491,0.10532720575775568,0.35454469812178746
PO-01448,Alpha_Inc,0.92,very_high,2022-11-23,2022-12-02,2022-11-30,7,Partially Delivered,partial,Office Supplies,379,113.20232331423038,122.49780374867643,9,1,0.023746701846965697,2,1,-9.295480434446048,-0.08211386623791612,0.27639234533082857
PO-01449,Epsilon_Group,0.55,very_low,2022-08-25,2022-09-01,2022-09-01,7,Delivered,delivered,Office Supplies,928,81.2078349379293,77.08568769662561,20,1,0.021551724137931036,0,0,4.1221472413036935,0.05076046226887382,0.17083483663666457
PO-01450,Epsilon_Group,0.55,very_low,2022-06-29,2022-07-06,2022-07-06,7,Delivered,delivered,Office Supplies,1509,25.592678115959217,26.26054728645768,43,1,0.028495692511597084,0,0,-0.667869170498463,-0.026096103247670262,0.08779733632609778
PO-01451,Gamma_Co,0.76,medium,2022-02-19,2022-03-08,2022-03-01,10,Delivered,delivered,MRO,919,61.84621342339297,58.75843626680014,26,1,0.028291621327529923,7,1,3.0877771565928285,0.04992669697422243,0.16802779892471612
PO-01452,Gamma_Co,0.76,medium,2023-03-04,2023-03-15,2023-03-14,10,Delivered,delivered,MRO,1873,79.47510589061618,75.29914775418551,64,0,0.03416978109983983,1,1,4.1759581364306655,0.05254422865668344,0.17684024313656121
PO-01453,Delta_Logistics,0.68,low,2023-05-19,2023-05-30,2023-05-27,8,Delivered,delivered,Packaging,232,63.19199200107382,54.70833974036863,9,1,0.03879310344827586,3,1,8.483652260705192,0.13425201504268183,0.451925856817836
PO-01454,Beta_Supplies,0.83,high,2022-05-08,2022-05-18,2022-05-18,10,Delivered,delivered,MRO,84,41.47711558095557,36.957199048092605,3,1,0.03571428571428571,0,0,4.519916532862965,0.10897374297981095,0.3668214954003462
PO-01455,Alpha_Inc,0.92,very_high,2022-08-26,2022-09-05,2022-09-05,10,Delivered,delivered,MRO,1626,71.0655265287184,60.80314600771486,44,1,0.02706027060270603,0,0,10.262380521003536,0.14440729594617707,0.48611564218598335
PO-01456,Gamma_Co,0.76,medium,2022-09-29,2022-10-07,2022-10-06,7,Partially Delivered,partial,Office Supplies,1634,94.6043343385083,85.06753925359196,47,1,0.02876376988984088,1,1,9.536795084916335,0.10080716863132584,0.33932708861622424
PO-01457,Delta_Logistics,0.68,low,2022-10-04,2022-10-17,2022-10-16,12,Delivered,delivered,Raw Materials,1034,43.89210559654951,44.03051338231372,30,1,0.029013539651837523,1,1,-0.1384077857642083,-0.0031533640020926443,0.0105560135091491
PO-01458,Gamma_Co,0.76,medium,2022-09-30,2022-10-15,2022-10-08,8,Delivered,delivered,Packaging,290,80.65805661378518,75.54615589895874,9,1,0.03103448275862069,7,1,5.111900714826433,0.06337743468459373,0.2133123990978694
PO-01459,Delta_Logistics,0.68,low,2022-11-07,2022-11-21,2022-11-19,12,Delivered,delivered,Raw Materials,2189,80.54389838677231,79.67660525277878,74,1,0.03380539058931019,2,1,0.8672931339935275,0.01076795575288373,0.03619206041908821
PO-01460,Epsilon_Group,0.55,very_low,2022-05-31,2022-06-08,2022-06-08,8,Delivered,delivered,Packaging,446,14.552106821919253,12.69142738165031,20,1,0.04484304932735426,0,0,1.8606794402689424,0.12786323403469496,0.43041674707455085
PO-01461,Beta_Supplies,0.83,high,2022-11-04,2022-11-13,2022-11-11,7,Delivered,delivered,Office Supplies,1057,40.93632614898007,41.99123487171414,34,1,0.03216650898770104,2,1,-1.0549087227340692,-0.025769501613186464,0.08669776656628504
PO-01462,Alpha_Inc,0.92,very_high,2023-06-11,2023-06-27,2023-06-20,9,Delivered,delivered,Electronics,1855,97.6917494025301,97.64220510575207,52,1,0.028032345013477088,7,1,0.04954429677803773,0.0005071492432169977,0.001647001980689748
PO-01463,Epsilon_Group,0.55,very_low,2022-08-18,2022-08-28,2022-08-28,10,Delivered,delivered,MRO,1535,76.7293259591568,73.70862312989145,47,1,0.03061889250814332,0,0,3.020702829265346,0.03936829616974967,0.13248082974028388
PO-01464,Epsilon_Group,0.55,very_low,2023-11-13,2023-11-26,2023-11-25,12,Pending,pending,Raw Materials,1410,87.2135602079958,83.10840164665005,40,1,0.028368794326241134,1,1,4.105158561345746,0.047070186695226585,0.15841078544484663
PO-01465,Epsilon_Group,0.55,very_low,2022-07-29,2022-08-07,2022-08-05,7,Delivered,delivered,Office Supplies,188,31.945249672780868,27.635436464961984,5,1,0.026595744680851064,2,1,4.309813207818884,0.13491249096390956,0.4541494811766495
PO-01466,Alpha_Inc,0.92,very_high,2022-01-07,2022-01-19,2022-01-14,7,Delivered,delivered,Office Supplies,675,95.42649644669744,97.31755577467581,17,1,0.025185185185185185,5,1,-1.8910593279783683,-0.019816920859445582,0.06665721226838088
PO-01467,Beta_Supplies,0.83,high,2022-10-01,2022-10-13,2022-10-11,10,Pending,pending,MRO,1478,41.75381717231572,42.76744611704838,52,1,0.035182679296346414,2,1,-1.013628944732659,-0.024276318032180572,0.08167066523497059
PO-01468,Beta_Supplies,0.83,high,2022-05-10,2022-05-22,2022-05-22,12,Partially Delivered,partial,Raw Materials,1220,53.85883385130508,52.008946825222615,38,1,0.03114754098360656,0,1,1.8498870260824631,0.03434695654922053,0.11557548507105099
PO-01469,Delta_Logistics,0.68,low,2022-08-03,2022-08-14,2022-08-12,9,Delivered,delivered,Electronics,1679,70.89444249251434,69.01985842867713,55,1,0.03275759380583681,2,1,1.8745840638372187,0.02644190430068131,0.08896154477044105
PO-01470,Epsilon_Group,0.55,very_low,2023-10-24,2023-11-02,2023-11-02,9,Delivered,delivered,Electronics,921,100.76566231468401,95.4300925870749,36,1,0.03908794788273615,0,0,5.335569727609112,0.052950276959888444,0.17820728600495703
PO-01471,Gamma_Co,0.76,medium,2022-02-12,2022-02-21,2022-02-21,9,Delivered,delivered,Electronics,605,87.54324093207113,82.12006057169827,20,1,0.03305785123966942,0,0,5.423180360372854,0.06194859023532098,0.20850190832864898
PO-01472,Beta_Supplies,0.83,high,2023-02-21,2023-03-03,2023-02-28,7,Delivered,delivered,Office Supplies,747,102.83608237299399,101.8863585034376,16,1,0.0214190093708166,3,1,0.9497238695563794,0.009235317484301488,0.031032126986641186
PO-01473,Alpha_Inc,0.92,very_high,2022-02-03,2022-02-13,2022-02-13,10,Pending,pending,MRO,1397,85.68331248914805,74.53402707522977,46,0,0.0329277022190408,0,1,11.149285413918278,0.13012201664507725,0.4380213907447908
PO-01474,Beta_Supplies,0.83,high,2022-09-28,2022-10-13,2022-10-08,10,Cancelled,cancelled,MRO,601,89.75505704666966,80.23172614085672,12,1,0.019966722129783693,5,1,9.52333090581294,0.10610355805201174,0.35715844347880144
PO-01475,Gamma_Co,0.76,medium,2022-01-26,2022-02-06,2022-02-05,10,Delivered,delivered,MRO,1690,28.67242242128506,33.84979564746598,47,1,0.027810650887573965,1,1,-5.177373226180922,-0.18056978758577036,0.6078639068853458
PO-01476,Delta_Logistics,0.68,low,2023-11-16,2023-11-30,2023-11-25,9,Delivered,delivered,Electronics,2060,99.74764627421891,91.65700330016001,60,1,0.02912621359223301,5,1,8.090642974058895,0.08111111666551703,0.27301638823184504
PO-01477,Gamma_Co,0.76,medium,2023-09-01,2023-09-14,2023-09-11,10,Delivered,delivered,MRO,56,32.81160174276899,28.29716124536713,0,0,0.0,3,1,4.514440497401864,0.1375867149916494,0.4631527915137667
PO-01478,Gamma_Co,0.76,medium,2022-06-10,2022-06-21,2022-06-18,8,Delivered,delivered,Packaging,958,17.524603217684906,14.971182616408669,28,1,0.029227557411273485,3,1,2.553420601276237,0.14570490239113998,0.4904842939512277
PO-01479,Alpha_Inc,0.92,very_high,2023-12-05,2023-12-12,2023-12-12,7,Partially Delivered,partial,Office Supplies,73,27.881571207124114,26.27768352203031,1,1,0.0136986301369863,0,1,1.603887685093806,0.05752501081015087,0.19360904297684325
PO-01480,Beta_Supplies,0.83,high,2022-04-27,2022-05-08,2022-05-05,8,Cancelled,cancelled,Packaging,2130,92.36670172597005,92.33987332803564,55,0,0.025821596244131457,3,1,0.026828397934409054,0.000290455298642172,0.0009174584529434517
PO-01481,Epsilon_Group,0.55,very_low,2023-12-09,2023-12-18,2023-12-18,9,Pending,pending,Electronics,1779,121.04826693718339,110.16109028606381,44,0,0.02473299606520517,0,1,10.887176651119574,0.08994078912975557,0.30274324751738724
PO-01482,Gamma_Co,0.76,medium,2022-10-02,2022-10-12,2022-10-10,8,Delivered,delivered,Packaging,679,38.86693467225933,40.43301510758861,25,1,0.036818851251840944,2,1,-1.566080435329276,-0.04029338687331681,0.135595332716774
PO-01483,Gamma_Co,0.76,medium,2023-02-20,2023-02-27,2023-02-27,7,Delivered,delivered,Office Supplies,462,39.62602114599173,33.54187043792191,13,0,0.02813852813852814,0,0,6.084150708069821,0.15353927878992332,0.5168602898604587
PO-01484,Beta_Supplies,0.83,high,2022-12-29,2023-01-07,2023-01-07,9,Delivered,delivered,Electronics,1700,61.803506567653805,59.207031863285614,69,1,0.04058823529411765,0,0,2.596474704368191,0.042011770020297066,0.14138061345236405
PO-01485,Gamma_Co,0.76,medium,2023-11-30,2023-12-15,2023-12-10,10,Pending,pending,MRO,1186,86.34557109941977,84.33073573206447,42,1,0.03541315345699832,5,1,2.014835367355303,0.023334553720600067,0.07850002722049318
PO-01486,Gamma_Co,0.76,medium,2023-02-24,2023-03-06,2023-03-06,10,Delivered,delivered,MRO,1182,28.084016378897672,24.474900936034434,29,0,0.024534686971235193,0,0,3.6091154428632386,0.12851137081571878,0.4325988292486421
PO-01487,Epsilon_Group,0.55,very_low,2022-03-09,2022-03-21,2022-03-18,9,Pending,pending,Electronics,232,28.778292375868176,26.72292634160289,7,1,0.03017241379310345,3,1,2.055366034265287,0.07142070861677668,0.24039169035645994
PO-01488,Beta_Supplies,0.83,high,2023-10-02,2023-10-14,2023-10-14,12,Delivered,delivered,Raw Materials,2027,43.177281850207386,42.44409043720078,59,0,0.029107054760730142,0,0,0.7331914130066082,0.016980953445615905,0.05710936045499336
PO-01489,Delta_Logistics,0.68,low,2022-12-15,2022-12-26,2022-12-23,8,Pending,pending,Packaging,2533,64.53714887133316,57.96648058259854,78,0,0.030793525463876825,3,1,6.570668288734616,0.10181218730059595,0.3427106850839004
PO-01490,Epsilon_Group,0.55,very_low,2023-03-22,2023-04-04,2023-04-01,10,Delivered,delivered,MRO,1080,39.09781188665977,35.48388046505443,38,1,0.03518518518518519,3,1,3.6139314216053364,0.09243308633438935,0.3111340647985453
PO-01491,Delta_Logistics,0.68,low,2022-02-18,2022-03-02,2022-02-28,10,Delivered,delivered,MRO,783,85.6443019552467,79.89288198041568,23,1,0.02937420178799489,2,1,5.751419974831023,0.0671547300115356,0.22602941970296164
PO-01492,Beta_Supplies,0.83,high,2023-04-04,2023-04-14,2023-04-14,10,Delivered,delivered,MRO,970,32.010553696384456,31.135890123081975,34,1,0.03505154639175258,0,0,0.874663573302481,0.027324225053978773,0.09193205415051342
PO-01493,Beta_Supplies,0.83,high,2022-02-23,2022-03-07,2022-03-07,12,Delivered,delivered,Raw Materials,1781,19.34893295100673,18.360114934392893,59,1,0.03312745648512072,0,0,0.9888180166138376,0.05110452442610739,0.17199319074039682
PO-01494,Gamma_Co,0.76,medium,2023-05-27,2023-06-08,2023-06-08,12,Pending,pending,Raw Materials,2153,124.52719028050957,130.3974629088076,66,1,0.030654900139340455,0,1,-5.870272628298025,-0.047140488876964676,0.15864747180806782
PO-01495,Gamma_Co,0.76,medium,2023-09-20,2023-10-04,2023-10-02,12,Cancelled,cancelled,Raw Materials,1652,82.28081134622545,77.26370387635296,35,1,0.0211864406779661,2,1,5.017107469872485,0.060975425348703004,0.205225553994636
PO-01496,Alpha_Inc,0.92,very_high,2022-04-09,2022-04-19,2022-04-19,10,Pending,pending,MRO,1798,22.057744376519334,21.813713803295347,43,1,0.023915461624026697,0,1,0.2440305732239878,0.011063260551870414,0.03718626311928763
PO-01497,Beta_Supplies,0.83,high,2022-06-22,2022-06-29,2022-06-29,7,Partially Delivered,partial,Office Supplies,159,60.82769690619907,58.029557941818055,7,1,0.0440251572327044,0,1,2.7981389643810175,0.046001067058250786,0.15481138024193458
PO-01498,Alpha_Inc,0.92,very_high,2023-04-13,2023-04-25,2023-04-25,12,Delivered,delivered,Raw Materials,976,32.5453278244524,32.39400042150991,39,1,0.039959016393442626,0,0,0.15132740294249203,0.004649742775944468,0.015593872096579888
PO-01499,Beta_Supplies,0.83,high,2022-12-10,2022-12-26,2022-12-19,9,Partially Delivered,partial,Electronics,1036,15.499024832799666,13.263181311287743,28,1,0.02702702702702703,7,1,2.2358435215119226,0.14425704491939,0.48560979203707955
PO-01500,Beta_Supplies,0.83,high,2023-08-29,2023-09-06,2023-09-05,7,Delivered,delivered,Office Supplies,1695,93.04494872350723,79.26080733060944,62,1,0.03657817109144543,1,1,13.784141392897794,0.14814497274708385,0.49869927909498546
PO-01501,Epsilon_Group,0.55,very_low,2022-03-02,2022-03-12,2022-03-12,10,Pending,pending,MRO,212,49.19131273454564,44.1004180366366,11,1,0.05188679245283019,0,1,5.090894697909043,0.10349174305189572,0.3483652456220548
PO-01502,Gamma_Co,0.76,medium,2023-05-19,2023-05-27,2023-05-27,8,Partially Delivered,partial,Packaging,1383,75.74327217190154,70.39801773547066,29,1,0.02096890817064353,0,1,5.345254436430878,0.0705706828231512,0.23752990842077346
PO-01503,Gamma_Co,0.76,medium,2022-04-11,2022-04-26,2022-04-23,12,Delivered,delivered,Raw Materials,581,20.57037218269214,21.051276759332694,15,1,0.025817555938037865,3,1,-0.48090457664055464,-0.023378506347356543,0.07864800253397299
PO-01504,Epsilon_Group,0.55,very_low,2022-06-05,2022-06-13,2022-06-13,8,Delivered,delivered,Packaging,576,88.80850688049394,91.6636439000768,17,1,0.029513888888888888,0,0,-2.8551370195828696,-0.03214936406289223,0.10817685019839496
PO-01505,Beta_Supplies,0.83,high,2022-03-28,2022-04-05,2022-04-05,8,Delivered,delivered,Packaging,363,70.3733163159476,70.61493520634129,10,0,0.027548209366391185,0,0,-0.24161889039368134,-0.0034333878669140826,0.01149876988656343
PO-01506,Delta_Logistics,0.68,low,2023-05-20,2023-06-04,2023-06-01,12,Delivered,delivered,Raw Materials,1567,105.0391005438484,107.50213976838258,51,1,0.03254626675175495,3,1,-2.463039224534171,-0.023448784422006538,0.07888460773585794
